gene_symbol	identifier	clan	prd_score	netto_dup	orthologs_cnt	human_dup	human_frac	human_protein_cnt
PHF20L1	ENSGT00390000006451_ENSG00000129292	motif	0.0562753036437	4	14	0	0	1
PARP6	ENSGT00390000017707_ENSG00000137817	motif	0.119190283401	5	15	0	0	1
SEC14L5	ENSGT00550000074580_ENSG00000103184	motif	-0.0212145748988	3	10	0	0	1
RFC4	ENSGT00550000074917_ENSG00000163918	motif	-0.0808097165992	2	15	0	0	1
NUAK1	ENSGT00900000140868_ENSG00000074590	motif	-0.214143049933	0	15	0	0	1
RAD23B	ENSGT00390000012078_ENSG00000119318	motif	-0.200759109312	0	16	0	0	1
DCP2	ENSGT00390000018878_ENSG00000172795	motif	-0.229438982071	0	14	0	0	1
AR	ENSGT00760000118887_ENSG00000169083	motif	-0.214143049933	0	15	0	0	1
NUP133	ENSGT00390000011529_ENSG00000069248	motif	-0.229438982071	0	14	0	0	1
NPLOC4	ENSGT00390000018731_ENSG00000182446	motif	-0.0808097165992	2	15	0	0	1
GRIA4	ENSGT00910000143978_ENSG00000152578	motif	0.0787854251012	4	10	0	0	1
PELP1	ENSGT00730000111225_ENSG00000141456	motif	-0.267678812416	0	12	0	0	1
PTEN	ENSGT00760000119113_ENSG00000171862	motif	-0.138259109312	1	16	0	0	1
WEE1	ENSGT00530000063230_ENSG00000166483	motif	-0.158010410642	1	14	0	0	1
EFHC1	ENSGT00530000063528_ENSG00000096093_DUF1126	PH	-0.214143049933	0	15	0	0	1
LYSMD1	ENSGT00520000055632_ENSG00000163155	motif	-0.292013249908	0	11	0	0	1
MARCH6	ENSGT00920000149133_ENSG00000145495	motif	0.154880791723	6	18	0	0	1
CCDC88A	ENSGT00690000101702_ENSG00000115355	motif	-0.0757591093117	2	16	0	0	1
PANX1	ENSGT00390000009703_ENSG00000110218	motif	-0.18894974994	0	17	0	0	1
SATB2	ENSGT00390000008096_ENSG00000119042	motif	0.0525236167341	4	15	0	0	1
LMOD2	ENSGT00760000119226_ENSG00000170807	motif	0.799240890688	16	16	0	0	1
CCDC181	ENSGT00390000018244_ENSG00000117477	motif	-0.229438982071	0	14	0	0	1
PTDSS1	ENSGT00530000063576_ENSG00000156471	motif	-0.0713026911169	2	17	0	0	1
ILKAP	ENSGT00900000140907_ENSG00000132323	motif	-0.0163189037683	3	13	0	0	1
XBP1	ENSGT00390000017751_ENSG00000100219	motif	-0.247088134538	0	13	0	0	1
IL1R2	ENSGT00760000119071_ENSG00000115590_Ig_3	Ig	-0.267678812416	0	12	0	0	1
PICALM	ENSGT00390000008805_ENSG00000073921	motif	-0.200759109312	0	16	0	0	1
SMO	ENSGT00760000118864_ENSG00000128602	motif	-0.170165057614	1	13	0	0	1
QSOX1	ENSGT00390000008045_ENSG00000116260	motif	-0.158010410642	1	14	0	0	1
DOLK	ENSGT00390000004067_ENSG00000175283	motif	-0.292013249908	0	11	0	0	1
EFS	ENSGT00490000043324_ENSG00000100842	motif	0.420872694557	7	9	0	0	1
CRYL1	ENSGT00390000007182_ENSG00000165475	motif	-0.229438982071	0	14	0	0	1
VPS18	ENSGT00390000015233_ENSG00000104142	motif	-0.229438982071	0	14	0	0	1
SPECC1L	ENSGT00760000118856_ENSG00000100014	motif	-0.214143049933	0	15	0	0	2
KCNK9	ENSGT00760000118858_ENSG00000169427	motif	-0.214143049933	0	15	0	0	1
TOP3A	ENSGT00530000063430_ENSG00000177302	motif	0.556275303644	11	14	0	0	1
SORL1	ENSGT00510000046443_ENSG00000137642_Ldl_recept_a	Ldl_recept_a	-0.229438982071	0	14	0	0	1
TFDP1	ENSGT00390000018222_ENSG00000198176	motif	-0.147476383266	1	15	0	0	2
BAG2	ENSGT00390000017590_ENSG00000112208	motif	-0.214143049933	0	15	0	0	1
DENND1A	ENSGT00760000118819_ENSG00000119522	motif	-0.147476383266	1	15	0	0	1
NOL4	ENSGT00390000017363_ENSG00000101746	motif	-0.0192859771807	3	11	0	0	1
EIF2B4	ENSGT00550000075009_ENSG00000115211	motif	-0.267678812416	0	12	0	0	1
CLSTN1	ENSGT00390000010858_ENSG00000171603	motif	-0.229438982071	0	14	0	0	1
POLA1	ENSGT00550000074891_ENSG00000101868	motif	-0.247088134538	0	13	0	0	1
NUP205	ENSGT00390000004003_ENSG00000155561	motif	-0.229438982071	0	14	0	0	1
JAKMIP3	ENSGT00390000002812_ENSG00000188385	motif	-0.169060302578	0	19	0	0	1
SLC44A3	ENSGT00550000074521_ENSG00000143036_Choline_transpo	Choline_transpo	-0.121214574899	2	10	0	0	1
RALGPS2	ENSGT00910000143985_ENSG00000116191	motif	-0.158010410642	1	14	0	0	1
WBP2	ENSGT00530000063718_ENSG00000132471	motif	-0.229438982071	0	14	0	0	1
SMARCD3	ENSGT00390000017809_ENSG00000082014	motif	-0.158010410642	1	14	0	0	1
DZIP3	ENSGT00530000063254_ENSG00000198919	motif	-0.151518218623	2	8	0	0	1
POLD1	ENSGT00560000077365_ENSG00000062822	motif	-0.0303065355697	3	7	0	0	1
RXRA	ENSGT00760000118948_ENSG00000186350	motif	-0.147476383266	1	15	0	0	1
PDS5A	ENSGT00390000012488_ENSG00000121892	motif	0.119190283401	5	15	0	0	1
SLC8A2	ENSGT00730000110414_ENSG00000118160	motif	-0.18894974994	0	17	0	0	1
PPP4R3C	ENSGT00390000018199_ENSG00000224960	motif	-0.138259109312	1	16	0	0	2
KLF17	ENSGT00760000118998_ENSG00000171872_zf-C2H2	C2H2-zf	-0.0424291497976	3	5	0	0	2
MKL2	ENSGT00530000063195_ENSG00000186260_RPEL	RPEL	-0.130126220529	1	17	0	0	1
ACO2	ENSGT00920000149128_ENSG00000100412	motif	-0.214143049933	0	15	0	0	1
PGM2L1	ENSGT00390000017247_ENSG00000165434	motif	-0.101012145749	2	12	0	0	1
TFR2	ENSGT00550000074421_ENSG00000106327	motif	-0.292013249908	0	11	0	0	1
PHLDB2	ENSGT00530000063148_ENSG00000144824	motif	-0.18894974994	0	17	0	0	1
TRPM7	ENSGT00760000119127_ENSG00000092439	motif	-0.138259109312	1	16	0	0	1
SMARCA2	ENSGT00550000074659_ENSG00000080503	motif	0.0562753036437	4	14	0	0	1
KCNJ3	ENSGT00760000118842_ENSG00000162989	motif	-0.267678812416	0	12	0	0	1
KMT5B	ENSGT00520000055640_ENSG00000110066	motif	-0.229438982071	0	14	0	0	1
ZBTB20	ENSGT00760000119063_ENSG00000181722_zf-C2H2	C2H2-zf	0.137527250078	5	13	0	0	1
E2F5	ENSGT00550000074403_ENSG00000133740	motif	0.291373403924	7	13	0	0	1
DLX5	ENSGT00920000148979_ENSG00000105880	motif	0.199132446501	6	14	0	0	1
SHISA9	ENSGT00510000047247_ENSG00000237515	motif	-0.276518218623	1	8	0	0	1
ING3	ENSGT00550000074538_ENSG00000071243	motif	-0.229438982071	0	14	0	0	1
BRD7	ENSGT00530000063939_ENSG00000166164	motif	0.452523616734	10	15	0	0	1
KIF11	ENSGT00910000143992_ENSG00000138160	motif	-0.229438982071	0	14	0	0	1
POLR3E	ENSGT00390000016123_ENSG00000058600	motif	-0.247088134538	0	13	0	0	1
FAF2	ENSGT00530000063422_ENSG00000113194	motif	-0.147476383266	1	15	0	0	1
ETS1	ENSGT00760000118907_ENSG00000134954	motif	-0.146006624954	0	22	0	0	1
CCNK	ENSGT00760000119191_ENSG00000090061	motif	-0.17845254161	0	18	0	0	1
CUBN	ENSGT00760000119018_ENSG00000107611_CUB	CUB	-0.214143049933	0	15	0	0	1
POLR3B	ENSGT00920000149102_ENSG00000013503	motif	-0.0865818392134	2	14	0	0	1
FAM168B	ENSGT00390000005140_ENSG00000152102	motif	0.127703875072	5	14	0	0	1
XPO1	ENSGT00390000000572_ENSG00000082898	motif	0.484846732215	10	14	0	0	1
PRKG1	ENSGT00810000125385_ENSG00000185532	motif	-0.18894974994	0	17	0	0	1
CDK18	ENSGT00900000140869_ENSG00000117266	motif	-0.229438982071	0	14	0	0	1
LUZP2	ENSGT00390000013180_ENSG00000187398	motif	-0.214143049933	0	15	0	0	1
MED1	ENSGT00660000095569_ENSG00000125686	motif	-0.229438982071	0	14	0	0	1
GCOM1	ENSGT00530000063232_ENSG00000137878	motif	-0.200759109312	0	16	0	0	2
SMAD7	ENSGT00760000119091_ENSG00000101665	motif	-0.101012145749	2	12	0	0	1
RNF38	ENSGT00730000110459_ENSG00000137075	motif	0.281638485354	8	17	0	0	1
MAMDC2	ENSGT00720000108445_ENSG00000165072_MAM	Concanavalin	-0.17845254161	0	18	0	0	1
PNPLA2	ENSGT00390000005295_ENSG00000177666	motif	-0.0176788124157	3	12	0	0	1
VSTM2L	ENSGT00510000046940_ENSG00000132821	motif	-0.292013249908	0	11	0	0	1
ASNS	ENSGT00390000001994_ENSG00000070669	motif	-0.267678812416	0	12	0	0	1
ILF2	ENSGT00550000074528_ENSG00000143621	motif	-0.292013249908	0	11	0	0	1
RRAD	ENSGT00860000133672_ENSG00000166592	motif	-0.229438982071	0	14	0	0	1
EIF2S3B	ENSGT00550000074801_ENSG00000180574	motif	-0.0757591093117	2	16	0	0	2
SYNPO2	ENSGT00530000063754_ENSG00000172403	motif	-0.158010410642	1	14	0	0	1
FYN	ENSGT00760000118938_ENSG00000010810	motif	0.16399142653	6	17	0	0	1
UACA	ENSGT00530000063369_ENSG00000137831_Ank_2	Ank	-0.130126220529	1	17	0	0	1
ADCY3	ENSGT00760000119042_ENSG00000138031	motif	-0.18894974994	0	17	0	0	1
RLIM	ENSGT00730000110459_ENSG00000131263	motif	-0.0808097165992	2	15	0	0	1
EPB41L3	ENSGT00760000118823_ENSG00000082397	motif	-0.0757591093117	2	16	0	0	1
MIPOL1	ENSGT00390000017800_ENSG00000151338	motif	0.0606041731548	4	13	0	0	1
HDAC5	ENSGT00530000062809_ENSG00000108840	motif	-0.267678812416	0	12	0	0	1
CHST11	ENSGT00760000119214_ENSG00000171310	motif	-0.229438982071	0	14	0	0	1
FAM104A	ENSGT00390000001055_ENSG00000133193	motif	-0.0265182186235	3	8	0	0	1
KMO	ENSGT00390000000747_ENSG00000117009	motif	-0.229438982071	0	14	0	0	1
SPHK1	ENSGT00690000101761_ENSG00000176170	motif	-0.214143049933	0	15	0	0	1
PDE8A	ENSGT00760000118889_ENSG00000073417	motif	-0.147476383266	1	15	0	0	1
KANK1	ENSGT00530000063448_ENSG00000107104_Ank_2	Ank	-0.229438982071	0	14	0	0	1
ST8SIA4	ENSGT00550000074407_ENSG00000113532	motif	-0.267678812416	0	12	0	0	1
AGPAT3	ENSGT00890000139404_ENSG00000160216	motif	-0.214143049933	0	15	0	0	1
STRBP	ENSGT00550000074528_ENSG00000165209	motif	-0.229438982071	0	14	0	0	1
HERPUD2	ENSGT00390000017671_ENSG00000122557	motif	-0.200759109312	0	16	0	0	1
EIF3CL	ENSGT00390000017900_ENSG00000205609	motif	-0.170165057614	1	13	0	0	2
GSK3B	ENSGT00520000055635_ENSG00000082701	motif	0.185856950067	6	15	0	0	1
UBR1	ENSGT00530000063055_ENSG00000159459	motif	-0.214143049933	0	15	0	0	1
HNF4G	ENSGT00760000118948_ENSG00000164749	motif	-0.267678812416	0	12	0	0	1
SORBS2	ENSGT00760000119190_ENSG00000154556_SH3_1	SH3	-0.214143049933	0	15	0	0	1
MX1	ENSGT00760000119213_ENSG00000157601	motif	-0.146006624954	0	22	0	0	2
CHRNA2	ENSGT00760000118930_ENSG00000120903	motif	-0.214143049933	0	15	0	0	1
ULK4	ENSGT00910000144242_ENSG00000168038	motif	0.210436347278	7	18	0	0	1
CARD10	ENSGT00530000063108_ENSG00000100065	motif	0.162532204637	5	11	0	0	1
NUP93	ENSGT00390000016353_ENSG00000102900	motif	-0.0865818392134	2	14	0	0	1
STT3A	ENSGT00390000015238_ENSG00000134910	motif	-0.0865818392134	2	14	0	0	1
TOB2	ENSGT00550000074461_ENSG00000183864	motif	-0.267678812416	0	12	0	0	1
BAP1	ENSGT00510000046560_ENSG00000163930	motif	-0.0865818392134	2	14	0	0	1
EIF3A	ENSGT00730000111063_ENSG00000107581	motif	2.55627530364	39	14	0	0	1
NAA35	ENSGT00390000002445_ENSG00000135040	motif	-0.214143049933	0	15	0	0	1
TUBGCP4	ENSGT00850000132278_ENSG00000137822	motif	-0.0865818392134	2	14	0	0	1
PROX1	ENSGT00530000063507_ENSG00000117707	motif	-0.158010410642	1	14	0	0	1
MPPED1	ENSGT00390000007681_ENSG00000186732	motif	-0.0141430499325	3	15	0	0	1
TLK1	ENSGT00790000123008_ENSG00000198586	motif	0.0463443677066	4	17	0	0	1
HAT1	ENSGT00390000007069_ENSG00000128708	motif	-0.158010410642	1	14	0	0	1
ST8SIA3	ENSGT00550000074407_ENSG00000177511	motif	-0.18894974994	0	17	0	0	1
RANBP9	ENSGT00530000063160_ENSG00000010017	motif	-0.0865818392134	2	14	0	0	1
P4HA1	ENSGT00390000018885_ENSG00000122884	motif	-0.200759109312	0	16	0	0	1
EMILIN3	ENSGT00660000095314_ENSG00000183798	motif	-0.138259109312	1	16	0	0	1
GRIN2A	ENSGT00910000143978_ENSG00000183454	motif	-0.138259109312	1	16	0	0	1
RHOBTB1	ENSGT00760000118978_ENSG00000072422_BTB	POZ	-0.00662955465587	3	32	0	0	2
THRB	ENSGT00870000136372_ENSG00000151090	motif	-0.229438982071	0	14	0	0	1
KIAA1841	ENSGT00390000008178_ENSG00000162929	motif	-0.229438982071	0	14	0	0	1
RHOBTB3	ENSGT00850000132411_ENSG00000164292	motif	-0.229438982071	0	14	0	0	1
AC244197.3	ENSGT00730000110906_ENSG00000241489	motif	0.385856950067	9	15	0	0	2
MSX1	ENSGT00920000148979_ENSG00000163132	motif	-0.214143049933	0	15	0	0	1
CBFA2T3	ENSGT00390000013479_ENSG00000129993	motif	-0.0865818392134	2	14	0	0	1
VCPIP1	ENSGT00390000002854_ENSG00000175073	motif	-0.229438982071	0	14	0	0	1
DDX11	ENSGT00530000063199_ENSG00000013573	motif	-0.247088134538	0	13	0	0	1
FCHSD2	ENSGT00510000046732_ENSG00000137478	motif	-0.158010410642	1	14	0	0	1
ZNF821	ENSGT00910000144301_ENSG00000102984_zf-C2H2_4	C2H2-zf	-0.158010410642	1	14	0	0	1
DTX4	ENSGT00440000035370_ENSG00000110042	motif	-0.214143049933	0	15	0	0	1
THRA	ENSGT00870000136372_ENSG00000126351	motif	-0.200759109312	0	16	0	0	1
PARP8	ENSGT00390000017707_ENSG00000151883	motif	-0.267678812416	0	12	0	0	1
MYH15	ENSGT00760000118919_ENSG00000144821	motif	-0.0212145748988	3	10	0	0	1
CNKSR2	ENSGT00390000017199_ENSG00000149970	motif	0.119190283401	5	15	0	0	1
CSE1L	ENSGT00550000074884_ENSG00000124207	motif	-0.158010410642	1	14	0	0	1
OTUD7A	ENSGT00530000062989_ENSG00000169918	motif	-0.0865818392134	2	14	0	0	1
INTS1	ENSGT00390000015743_ENSG00000164880	motif	0.341989589358	8	14	0	0	1
LUC7L	ENSGT00730000110670_ENSG00000007392	motif	0.199132446501	6	14	0	0	1
PHKA2	ENSGT00520000055553_ENSG00000044446	motif	-0.158010410642	1	14	0	0	1
SLITRK3	ENSGT00910000144028_ENSG00000121871_LRR_8	LRR	-0.138259109312	1	16	0	0	1
AHI1	ENSGT00530000063479_ENSG00000135541_WD40	Beta_propeller	-0.214143049933	0	15	0	0	1
CTNNBL1	ENSGT00390000006931_ENSG00000132792	motif	0.0562753036437	4	14	0	0	1
PDLIM3	ENSGT00590000082980_ENSG00000154553	motif	0.174240890688	6	16	0	0	1
KIAA0513	ENSGT00390000009535_ENSG00000135709	motif	-0.170165057614	1	13	0	0	1
MCM2	ENSGT00920000149148_ENSG00000073111	motif	-0.0151532677848	3	14	0	0	1
EFCAB9	ENSGT00390000007501_ENSG00000214360	motif	-0.401518218623	0	8	0	0	1
SUPT3H	ENSGT00390000010738_ENSG00000196284	motif	0.385856950067	9	15	0	0	1
SFRP1	ENSGT00760000118864_ENSG00000104332	motif	0.368296480847	8	13	0	0	1
MAD2L2	ENSGT00500000044946_ENSG00000116670	motif	-0.158010410642	1	14	0	0	1
RARA	ENSGT00870000136372_ENSG00000131759	motif	0.399285544177	10	17	0	0	1
PRKN	ENSGT00390000011034_ENSG00000185345_IBR	RING	-0.247088134538	0	13	0	0	1
RABGAP1	ENSGT00750000117238_ENSG00000011454	motif	-0.229438982071	0	14	0	0	1
DCX	ENSGT00840000129744_ENSG00000077279	motif	-0.267678812416	0	12	0	0	1
NCKAP5	ENSGT00530000063607_ENSG00000176771	motif	-0.292013249908	0	11	0	0	1
EXOC6B	ENSGT00390000005739_ENSG00000144036	motif	-0.0865818392134	2	14	0	0	1
NEXN	ENSGT00730000111176_ENSG00000162614	motif	-0.200759109312	0	16	0	0	1
UNC80	ENSGT00640000091496_ENSG00000144406	motif	-0.116428723631	1	19	0	0	1
KIF26A	ENSGT00650000093360_ENSG00000066735	motif	-0.18894974994	0	17	0	0	1
ATP6V1B2	ENSGT00550000074724_ENSG00000147416	motif	0.361740890688	9	16	0	0	1
QPRT	ENSGT00390000002761_ENSG00000103485	motif	-0.321214574899	0	10	0	0	2
CNTN3	ENSGT00760000118840_ENSG00000113805_I-set	Ig	-0.18894974994	0	17	0	0	1
STAMBPL1	ENSGT00390000015439_ENSG00000138134	motif	-0.200759109312	0	16	0	0	1
UGGT1	ENSGT00390000004600_ENSG00000136731	motif	0.0492408906883	4	16	0	0	1
HDHD5	ENSGT00390000018051_ENSG00000069998	motif	-0.0141430499325	3	15	0	0	1
PSMD14	ENSGT00730000111116_ENSG00000115233	motif	0.0525236167341	4	15	0	0	1
PHOX2A	ENSGT00900000140809_ENSG00000165462	motif	-0.139658510826	0	23	0	0	2
CLPTM1L	ENSGT00530000063461_ENSG00000049656	motif	-0.0132591093117	3	16	0	0	1
RUSC1	ENSGT00900000141033_ENSG00000160753	motif	0.162532204637	5	11	0	0	1
INTS8	ENSGT00390000007597_ENSG00000164941	motif	-0.229438982071	0	14	0	0	1
PIK3C3	ENSGT00760000119110_ENSG00000078142	motif	-0.0151532677848	3	14	0	0	1
VARS	ENSGT00550000074727_ENSG00000204394_tRNA-synt_1g	HUP	-0.267678812416	0	12	0	0	1
WWTR1	ENSGT00510000046760_ENSG00000018408	motif	-0.101012145749	2	12	0	0	1
FAM110B	ENSGT00530000063395_ENSG00000169122	motif	-0.0163189037683	3	13	0	0	1
SOX13	ENSGT00760000119274_ENSG00000143842	motif	-0.229438982071	0	14	0	0	1
MTMR9	ENSGT00760000118832_ENSG00000104643	motif	-0.170165057614	1	13	0	0	1
NUAK2	ENSGT00900000140868_ENSG00000163545	motif	-0.247088134538	0	13	0	0	1
ELMO1	ENSGT00390000014155_ENSG00000155849	motif	-0.116428723631	1	19	0	0	1
HIF1AN	ENSGT00530000062914_ENSG00000166135	motif	-0.0865818392134	2	14	0	0	1
ESF1	ENSGT00390000004881_ENSG00000089048	motif	-0.214143049933	0	15	0	0	1
HNRNPD	ENSGT00900000140835_ENSG00000138668	motif	-0.0865818392134	2	14	0	0	1
PYCR3	ENSGT00390000007443_ENSG00000104524	motif	-0.267678812416	0	12	0	0	1
WDR64	ENSGT00530000063510_ENSG00000162843_WD40	Beta_propeller	0.162532204637	5	11	0	0	1
ARHGEF10	ENSGT00670000097546_ENSG00000104728	motif	-0.214143049933	0	15	0	0	1
SFSWAP	ENSGT00730000111096_ENSG00000061936	motif	-0.158010410642	1	14	0	0	1
WDR63	ENSGT00920000149160_ENSG00000162643	motif	-0.200759109312	0	16	0	0	1
GDAP1	ENSGT00510000046788_ENSG00000104381	motif	-0.247088134538	0	13	0	0	1
CCNL1	ENSGT00760000119191_ENSG00000163660	motif	-0.158010410642	1	14	0	0	1
PCED1B	ENSGT00390000002231_ENSG00000179715	motif	-0.292013249908	0	11	0	0	2
UPF1	ENSGT00800000124068_ENSG00000005007	motif	0.0525236167341	4	15	0	0	1
DLC1	ENSGT00760000119123_ENSG00000164741	motif	-0.247088134538	0	13	0	0	1
NUP50	ENSGT00440000035348_ENSG00000093000	motif	-0.200759109312	0	16	0	0	1
NF1	ENSGT00550000074797_ENSG00000196712	motif	0.0437696806118	4	18	0	0	1
CDH22	ENSGT00760000118954_ENSG00000149654_Cadherin	E-set	-0.292013249908	0	11	0	0	1
CYFIP1	ENSGT00500000044831_ENSG00000273749	motif	0.0562753036437	4	14	0	0	1
GGT7	ENSGT00550000074591_ENSG00000131067	motif	-0.158010410642	1	14	0	0	1
NAV1	ENSGT00910000144056_ENSG00000134369	motif	-0.0673414304993	2	18	0	0	1
CT45A10	ENSGT00390000016655_ENSG00000269586	motif	-0.105340273761	1	21	0	0	2
XPNPEP3	ENSGT00550000074909_ENSG00000196236	motif	-0.229438982071	0	14	0	0	1
KIAA1024	ENSGT00530000063851_ENSG00000169330	motif	-0.214143049933	0	15	0	0	1
SLC4A3	ENSGT00760000119021_ENSG00000114923	motif	-0.247088134538	0	13	0	0	1
XRN1	ENSGT00670000098080_ENSG00000114127	motif	-0.229438982071	0	14	0	0	1
MTX3	ENSGT00530000063166_ENSG00000177034	motif	-0.229438982071	0	14	0	0	1
CYB5RL	ENSGT00920000149170_ENSG00000215883	motif	-0.121214574899	2	10	0	0	2
TNFRSF10A	ENSGT00730000110985_ENSG00000104689_TNFR_c6	TNF_receptor	-0.133839406208	0	24	0	0	4
OXCT1	ENSGT00390000009130_ENSG00000083720	motif	-0.169060302578	0	19	0	0	2
MFGE8	ENSGT00910000143988_ENSG00000140545	motif	0.678785425101	10	10	0	0	1
MED13L	ENSGT00390000013680_ENSG00000123066	motif	-0.229438982071	0	14	0	0	1
ABCD2	ENSGT00390000003950_ENSG00000173208	motif	0.556275303644	11	14	0	0	1
EBF3	ENSGT00390000014051_ENSG00000108001	motif	0.0606041731548	4	13	0	0	1
CTSA	ENSGT00880000138014_ENSG00000064601	motif	0.132754964334	6	21	0	0	1
FCHO2	ENSGT00510000046419_ENSG00000157107	motif	-0.321214574899	0	10	0	0	1
NAALADL1	ENSGT00550000074421_ENSG00000168060	motif	-0.247088134538	0	13	0	0	1
ADGRL2	ENSGT00900000140800_ENSG00000117114	motif	-0.122896986055	1	18	0	0	1
MFSD6	ENSGT00530000063599_ENSG00000151690_MFS_1	MFS	0.185856950067	6	15	0	0	1
ASCC2	ENSGT00390000018806_ENSG00000100325	motif	0.270561017929	7	14	0	0	1
SPAG9	ENSGT00670000097546_ENSG00000008294	motif	-0.130126220529	1	17	0	0	1
GRIK1	ENSGT00910000143978_ENSG00000171189	motif	-0.18894974994	0	17	0	0	1
PRRC2C	ENSGT00530000063496_ENSG00000117523	motif	-0.0865818392134	2	14	0	0	1
SNRNP25	ENSGT00390000002628_ENSG00000161981	motif	-0.158010410642	1	14	0	0	1
EID3	ENSGT00390000011476_ENSG00000255150	motif	-0.130126220529	1	17	0	0	2
AL162417.1	ENSGT00910000143985_ENSG00000285245	motif	0.0893927125506	5	20	0	0	3
STK38L	ENSGT00760000118994_ENSG00000211455	motif	-0.0865818392134	2	14	0	0	1
RAI2	ENSGT00730000111296_ENSG00000131831	motif	-0.321214574899	0	10	0	0	1
ADAM12	ENSGT00910000144014_ENSG00000148848_Disintegrin	Disintegrin	-0.200759109312	0	16	0	0	1
TCF3	ENSGT00510000046438_ENSG00000071564	motif	-0.200759109312	0	16	0	0	1
ARRB1	ENSGT00390000013152_ENSG00000137486	motif	-0.158010410642	1	14	0	0	1
GPR176	ENSGT00920000149158_ENSG00000166073	motif	0.413418160787	9	14	0	0	1
CDC25A	ENSGT00390000018747_ENSG00000164045	motif	-0.160607287449	0	20	0	0	2
MLXIPL	ENSGT00530000063219_ENSG00000009950	motif	-0.17845254161	0	18	0	0	1
BRD2	ENSGT00920000148952_ENSG00000204256	motif	-0.267678812416	0	12	0	0	1
RANBP17	ENSGT00730000110927_ENSG00000204764	motif	-0.151518218623	2	8	0	0	1
SLC9C1	ENSGT00530000063840_ENSG00000172139	motif	-0.267678812416	0	12	0	0	2
PTPRE	ENSGT00760000118900_ENSG00000132334	motif	-0.18894974994	0	17	0	0	1
ACTR5	ENSGT00720000108866_ENSG00000101442	motif	0.482321187584	9	12	0	0	1
ZBTB18	ENSGT00920000148950_ENSG00000179456_zf-C2H2_4	C2H2-zf	0.0342545326527	4	23	0	0	1
ZNF704	ENSGT00400000022069_ENSG00000164684	motif	-0.229438982071	0	14	0	0	1
FAM3C	ENSGT00530000063020_ENSG00000196937	motif	-0.147476383266	1	15	0	0	1
SNX27	ENSGT00530000063147_ENSG00000143376	motif	-0.138259109312	1	16	0	0	1
HEY1	ENSGT00700000104130_ENSG00000164683	motif	-0.138259109312	1	16	0	0	1
AC118549.1	ENSGT00390000005307_ENSG00000036549	motif	-0.200759109312	0	16	0	0	1
MED13	ENSGT00390000013680_ENSG00000108510	motif	0.0993252361673	5	18	0	0	1
ZBTB9	ENSGT00760000119063_ENSG00000213588	motif	-0.160607287449	0	20	0	0	2
GOLGA5	ENSGT00390000018470_ENSG00000066455	motif	-0.229438982071	0	14	0	0	1
MOCS1	ENSGT00390000016567_ENSG00000124615	motif	-0.229438982071	0	14	0	0	1
KLHL15	ENSGT00760000118825_ENSG00000174010_Kelch_1	Beta_propeller	-0.158010410642	1	14	0	0	1
WDR6	ENSGT00420000029923_ENSG00000178252_WD40	Beta_propeller	-0.214143049933	0	15	0	0	1
PYROXD2	ENSGT00390000011684_ENSG00000119943	motif	-0.229438982071	0	14	0	0	1
GUF1	ENSGT00550000074940_ENSG00000151806	motif	-0.214143049933	0	15	0	0	1
SREBF2	ENSGT00390000017651_ENSG00000198911	motif	-0.229438982071	0	14	0	0	1
NDFIP2	ENSGT00390000012721_ENSG00000102471	motif	0.0525236167341	4	15	0	0	1
ASH1L	ENSGT00780000121845_ENSG00000116539	motif	3.25540775014	26	7	0	0	1
MAP3K21	ENSGT00900000140790_ENSG00000143674	motif	-0.267678812416	0	12	0	0	1
LETM1	ENSGT00390000011225_ENSG00000168924	motif	0.291373403924	7	13	0	0	1
FRMPD4	ENSGT00530000063201_ENSG00000169933	motif	-0.200759109312	0	16	0	0	1
ATAD3A	ENSGT00730000111059_ENSG00000197785	motif	-0.18894974994	0	17	0	0	3
TFAP2A	ENSGT00550000074577_ENSG00000137203	motif	-0.0865818392134	2	14	0	0	1
PLCG1	ENSGT00730000110782_ENSG00000124181_PH	PH	-0.100552079499	1	22	0	0	1
NUCB1	ENSGT00390000001927_ENSG00000104805	motif	-0.292013249908	0	11	0	0	1
RAPGEF1	ENSGT00910000143985_ENSG00000107263	motif	-0.138259109312	1	16	0	0	1
GAMT	ENSGT00390000018061_ENSG00000130005	motif	0.699132446501	13	14	0	0	1
HSP90AA1	ENSGT00920000149016_ENSG00000080824	motif	0.119190283401	5	15	0	0	1
AC009086.2	ENSGT00390000002761_ENSG00000277669	motif	-0.321214574899	0	10	0	0	2
SLCO3A1	ENSGT00760000119014_ENSG00000176463	motif	-0.18894974994	0	17	0	0	1
KHDC4	ENSGT00510000047412_ENSG00000132680	motif	-0.0932419806914	2	13	0	0	1
DAAM1	ENSGT00760000118986_ENSG00000100592	motif	-0.18894974994	0	17	0	0	1
CHPF2	ENSGT00760000119143_ENSG00000033100	motif	-0.267678812416	0	12	0	0	1
C21orf140	ENSGT00390000010669_ENSG00000222018	motif	-0.0212145748988	3	10	0	0	2
GFRA2	ENSGT00550000074579_ENSG00000168546_GDNF	GDNF	-0.200759109312	0	16	0	0	1
CNNM2	ENSGT00390000002383_ENSG00000148842	motif	-0.17845254161	0	18	0	0	1
PTPN23	ENSGT00780000121909_ENSG00000076201	motif	-0.229438982071	0	14	0	0	1
FTSJ3	ENSGT00550000075004_ENSG00000108592	motif	-0.229438982071	0	14	0	0	1
