ensembl_gene_id	genetree_id	gene_symbol	prd_score	identifier	netto_dup	loss	orthologs_cnt	clan	unit_cv	selectome	schaper_pos	mis_z	pLI	gt_dup	gt_root	segdup
ENSG00000106341	ENSGT00390000005586	PPP1R17	-0.1291380008	ENSGT00390000005586_ENSG00000106341	1	8	10	motif	0.1505846505	False		-0.5717052344	0.0003929061	0	t32523	False
ENSG00000155890	ENSGT00530000064220	TRIM42	-0.1291380008	ENSGT00530000064220_ENSG00000155890_zf-B_box	1	8	10	zf-B_box	0.1109571109	True	False	0.5367442404	5.57634194724e-15	1	t117571	False
ENSG00000197324	ENSGT00810000125405	LRP10	-0.1291380008	ENSGT00810000125405_ENSG00000197324_Ldl_recept_a	1	2	10	Ldl_recept_a	0.0810840426	True	False	0.6534849179	0.000211411	0	t117571	False
ENSG00000143127	ENSGT00760000118782	ITGA10	-0.1291380008	ENSGT00760000118782_ENSG00000143127_FG-GAP	1	2	10	Beta_propeller	0.1505846505	False	False	0.2011384951	8.55370308286e-11	0	t117571	False
ENSG00000198677	ENSGT00390000016407	TTC37	-0.1347870593	ENSGT00390000016407_ENSG00000198677_TPR_1	0	39	17	TPR	0.3747180695	True	False	-1.2713529417	7.9934187081e-20	3	t117571	False
ENSG00000175471	ENSGT00550000074417	MCTP1	-0.1347870593	ENSGT00550000074417_ENSG00000175471_C2	0	4	17	C2	0.0824621125	False	False	1.9427828762	0.0098891182	2	t117571	False
ENSG00000126858	ENSGT00390000014374	RHOT1	-0.1347870593	ENSGT00390000014374_ENSG00000126858_Arf	0	0	17	P-loop_NTPase	0	False		2.373935871	0.9554257731	1	t117571	True
ENSG00000075618	ENSGT00530000063373	FSCN1	-0.1347870593	ENSGT00530000063373_ENSG00000075618_Fascin	0	19	17	Trefoil	0.2617822856	False	False	3.9597776819	0.7762735962	1	t117571	True
ENSG00000081026	ENSGT00650000092997	MAGI3	-0.1347870593	ENSGT00650000092997_ENSG00000081026_PDZ	0	9	17	PDZ-like	0.0907799385	False	False	0.5589914588	0.5705801574	1	t117571	True
ENSG00000078369	ENSGT00760000119239	GNB1	-0.1347870593	ENSGT00760000119239_ENSG00000078369_WD40	0	55	17	Beta_propeller	0.0774663826	False		4.7752977544	0.9951878331	1	t117571	False
ENSG00000051596	ENSGT00890000139430	THOC3	-0.1347870593	ENSGT00890000139430_ENSG00000051596_ANAPC4_WD40	0	67	17	Beta_propeller	0.2151159288	False	False	NA	NA	2	t117571	True
ENSG00000157796	ENSGT00590000083165	WDR19	-0.1347870593	ENSGT00590000083165_ENSG00000157796_Clathrin	0	87	17	TPR	0	True	False	0.008329172	1.7311134026e-07	3	t117571	False
ENSG00000140563	ENSGT00550000074417	MCTP2	-0.1347870593	ENSGT00550000074417_ENSG00000140563_C2	0	9	17	C2	0	False	False	-2.7891724504	7.92943353873e-41	1	t117571	False
ENSG00000144619	ENSGT00760000118840	CNTN4	-0.1347870593	ENSGT00760000118840_ENSG00000144619_Ig_3	0	33	17	Ig	0.3551328277	False		-0.6412316953	0.9966063879	0	t7742	True
ENSG00000140525	ENSGT00390000005855	FANCI	-0.1347870593	ENSGT00390000005855_ENSG00000140525_FANCI_S3	0	36	17	FANCI_S3	0.4004325916	False		-3.3686251038	5.16501380164e-19	3	t7742	False
ENSG00000197557	ENSGT00390000010116	TTC30A	-0.1347870593	ENSGT00390000010116_ENSG00000197557_TPR_19	0	9	17	TPR	0.0824621125	True		1.2396950414	1.3622e-05	3	t117571	True
ENSG00000063015	ENSGT00760000118803	SEZ6	-0.1347870593	ENSGT00760000118803_ENSG00000063015_Sushi	0	38	17	EGF	0.3850989402	False	False	0.9165471631	1.39340908361e-05	2	t117571	False
ENSG00000091436	ENSGT00900000140790	MAP3K20	-0.1347870593	ENSGT00900000140790_ENSG00000091436_SAM_1	0	9	17	SAM	0.2990738254	True		NA	NA	1	t117571	False
ENSG00000169783	ENSGT00760000118831	LINGO1	-0.1347870593	ENSGT00760000118831_ENSG00000169783_LRR_8	0	39	17	LRR	0	False	False	3.9965608464	0.9521162315	1	t117571	False
ENSG00000183034	ENSGT00530000063198	OTOP2	-0.1347870593	ENSGT00530000063198_ENSG00000183034_Otopetrin	0	21	17	Otopetrin	0.1838014963	False		-0.0461016538	3.08382306848e-09	3	t117571	False
ENSG00000171208	ENSGT00760000119018	NETO2	-0.1347870593	ENSGT00760000119018_ENSG00000171208_CUB	0	20	17	CUB	0.0917658565	False	False	0.9223986217	0.1583995512	3	t117571	False
ENSG00000198722	ENSGT00920000149033	UNC13B	-0.1347870593	ENSGT00920000149033_ENSG00000198722_C2	0	7	17	C2	0.2319237502	False		0.5087960552	6.60361794417e-05	2	t117571	True
ENSG00000198889	ENSGT00390000001132	DCAF12L1	-0.1347870593	ENSGT00390000001132_ENSG00000198889_WD40	0	5	17	Beta_propeller	0.1382476981	False		3.2737176116	0.8051631599	3	t117571	False
ENSG00000065000	ENSGT00550000075067	AP3D1	-0.1347870593	ENSGT00550000075067_ENSG00000065000_Cnd1	0	41	17	TPR	0.405876855	False		1.7613653275	0.7980025336	2	t33213	False
ENSG00000198216	ENSGT00830000128247	CACNA1E	-0.1347870593	ENSGT00830000128247_ENSG00000198216_Ion_trans	0	4	17	Ion_channel	0.0615388899	True	False	6.6092397162	1	1	t117571	False
ENSG00000175894	ENSGT00510000047718	TSPEAR	-0.1347870593	ENSGT00510000047718_ENSG00000175894_EPTP	0	58	17	EPTP	0.1838014963	False	False	-1.5232143377	1.87288813997e-10	1	t117571	True
ENSG00000029534	ENSGT00840000129677	ANK1	-0.1347870593	ENSGT00840000129677_ENSG00000029534_Ank_2	0	60	17	Ank	0.1923108249	True	False	2.5718700782	1	4	t117571	False
ENSG00000156564	ENSGT00760000118831	LRFN2	-0.1347870593	ENSGT00760000118831_ENSG00000156564_LRR_8	0	13	17	LRR	0	False	False	1.4887670498	0.1174606372	1	t117571	False
ENSG00000164236	ENSGT00500000044852	ANKRD33B	-0.1347870593	ENSGT00500000044852_ENSG00000164236_Ank_5	0	51	17	Ank	0.0814657879	True	False	NA	NA	1	t117571	False
ENSG00000114554	ENSGT00760000119048	PLXNA1	-0.1347870593	ENSGT00760000119048_ENSG00000114554_TIG	0	32	17	E-set	0.1738004936	True	False	5.1549264005	0.9999984249	1	t7711	False
ENSG00000248672	ENSGT00720000108514	LY75-CD302	-0.1347870593	ENSGT00720000108514_ENSG00000248672_Lectin_C	0	18	17	C_Lectin	0.1636573325	True	False	-2.1574579729	3.63213139501e-27	3	t117571	False
ENSG00000136754	ENSGT00390000003756	ABI1	-0.1347870593	ENSGT00390000003756_ENSG00000136754	0	57	17	motif	0.1087864159	False		1.5590072589	0.6327751832	2	t117571	False
ENSG00000070540	ENSGT00730000110845	WIPI1	-0.1347870593	ENSGT00730000110845_ENSG00000070540	0	32	17	motif	0.2921186202	False		1.336236689	0.523500461	2	t117571	False
ENSG00000059758	ENSGT00900000140869	CDK17	-0.1347870593	ENSGT00900000140869_ENSG00000059758	0	35	17	motif	0.1180126808	False		2.1446025053	0.9888434854	1	t117571	False
ENSG00000196659	ENSGT00390000010116	TTC30B	-0.1347870593	ENSGT00390000010116_ENSG00000196659_TPR_19	0	19	17	TPR	0.0824621125	True		1.3309222464	0.0018618506	3	t117571	True
ENSG00000172572	ENSGT00760000119066	PDE3A	-0.1347870593	ENSGT00760000119066_ENSG00000172572	0	47	17	motif	0.3032647413	False		1.3962885366	0.106612096	3	t117571	True
ENSG00000110400	ENSGT00900000140811	NECTIN1	-0.1347870593	ENSGT00900000140811_ENSG00000110400_Ig_3	0	11	17	Ig	0.115220304	False		NA	NA	1	t117571	False
ENSG00000206560	ENSGT00840000129677	ANKRD28	-0.1347870593	ENSGT00840000129677_ENSG00000206560_Ank_2	0	65	17	Ank	0.1204399768	False	False	0.1385597135	0.9999288105	1	t117571	False
ENSG00000153339	ENSGT00390000000568	TRAPPC8	-0.1347870593	ENSGT00390000000568_ENSG00000153339	0	24	17	motif	0.3362369233	False		-0.5155585379	0.9999997442	4	t117571	False
ENSG00000185515	ENSGT00390000000360	BRCC3	-0.1347870593	ENSGT00390000000360_ENSG00000185515	0	9	17	motif	0.1457737974	False		2.5431017773	0.0339670742	4	t117571	False
ENSG00000141526	ENSGT00760000118926	SLC16A3	-0.1347870593	ENSGT00760000118926_ENSG00000141526	0	38	17	motif	0	False		0.8267562887	0.3251327121	2	t117571	False
ENSG00000117569	ENSGT00550000074508	PTBP2	-0.1347870593	ENSGT00550000074508_ENSG00000117569_RRM_5	0	30	17	RRM	0.1457737974	False		3.272416184	0.9926934292	3	t117571	False
ENSG00000118729	ENSGT00390000019377	CASQ2	-0.1347870593	ENSGT00390000019377_ENSG00000118729_Thioredoxin_6	0	2	17	Thioredoxin	0.1764310905	False		-1.0771234418	1.06548301274e-06	2	t117571	False
ENSG00000164506	ENSGT00390000000018	STXBP5	-0.1347870593	ENSGT00390000000018_ENSG00000164506_ANAPC4_WD40	0	55	17	Beta_propeller	0.213979886	False	True	2.6688796924	0.9999915996	1	t117571	False
ENSG00000136160	ENSGT00760000119177	EDNRB	-0.1347870593	ENSGT00760000119177_ENSG00000136160	0	14	17	motif	0.2103437599	False		1.8100179794	0.0193615216	2	t117571	False
ENSG00000181827	ENSGT00550000074532	RFX7	-0.1347870593	ENSGT00550000074532_ENSG00000181827	0	13	17	motif	0.1056331865	False		0.0719501727	0.9996809463	1	t117571	False
ENSG00000171303	ENSGT00760000118858	KCNK3	-0.1347870593	ENSGT00760000118858_ENSG00000171303	0	29	17	motif	0.197974126	False		NA	NA	2	t117571	False
ENSG00000157782	ENSGT00760000118901	CABP1	-0.1347870593	ENSGT00760000118901_ENSG00000157782_EF-hand_1	0	43	17	EF_hand	0.0615388899	False	False	2.4348891933	0.9944012341	2	t117571	False
ENSG00000165521	ENSGT00550000074369	EML5	-0.1347870593	ENSGT00550000074369_ENSG00000165521_WD40	0	193	17	Beta_propeller	0.4595261535	False	False	1.6528047685	0.1584185347	4	t117571	False
ENSG00000133110	ENSGT00530000063860	POSTN	-0.1347870593	ENSGT00530000063860_ENSG00000133110_Fasciclin	0	5	17	Fasciclin	0	False	False	-0.1035013562	5.52339063836e-05	1	t117571	False
ENSG00000136527	ENSGT00710000106295	TRA2B	-0.1347870593	ENSGT00710000106295_ENSG00000136527	0	19	17	motif	0.185444118	False	False	4.6961091124	0.9884181875	4	t117571	False
ENSG00000131242	ENSGT00440000033742	RAB11FIP4	-0.1347870593	ENSGT00440000033742_ENSG00000131242	0	34	17	motif	0.1796040582	False		2.132757875	0.9936636133	1	t117571	False
ENSG00000163110	ENSGT00760000118910	PDLIM5	-0.1347870593	ENSGT00760000118910_ENSG00000163110_LIM	0	0	17	Zn_Beta_Ribbon	0	False		-0.4671447735	0.0122782806	1	t117571	False
ENSG00000130559	ENSGT00390000010026	CAMSAP1	-0.1347870593	ENSGT00390000010026_ENSG00000130559	0	10	17	motif	0.0806542128	False		1.286744677	0.753664482	1	t117571	False
ENSG00000070882	ENSGT00760000119155	OSBPL3	-0.1347870593	ENSGT00760000119155_ENSG00000070882	0	33	17	motif	0.2032718486	False		0.4848553312	0.0026619297	1	t117571	False
ENSG00000013293	ENSGT00760000119151	SLC7A14	-0.1347870593	ENSGT00760000119151_ENSG00000013293	0	26	17	motif	0.2389067732	True		-0.2289378117	0.3325943818	1	t117571	True
ENSG00000065526	ENSGT00530000063730	SPEN	-0.1347870593	ENSGT00530000063730_ENSG00000065526_RRM_1	0	34	17	RRM	0.0855423469	False		2.9883205919	1	3	t117571	False
ENSG00000095370	ENSGT00390000008976	SH2D3C	-0.1347870593	ENSGT00390000008976_ENSG00000095370	0	38	17	motif	0.237458148	False		2.0330467122	0.0009411873	1	t117571	False
ENSG00000166689	ENSGT00530000063012	PLEKHA7	-0.1347870593	ENSGT00530000063012_ENSG00000166689	0	15	17	motif	0.1555888915	True		0.2902855633	0.0001730407	1	t117571	False
ENSG00000116337	ENSGT00390000008190	AMPD2	-0.1347870593	ENSGT00390000008190_ENSG00000116337	0	20	17	motif	0.2505778299	False		3.7544234828	0.0085424966	2	t117571	False
ENSG00000104738	ENSGT00910000144163	MCM4	-0.1347870593	ENSGT00910000144163_ENSG00000104738	0	9	17	motif	0.2535196476	False		0.2309954142	0.0003018423	3	t117571	False
ENSG00000285258	ENSGT00530000063215	ATXN7	-0.1347870593	ENSGT00530000063215_ENSG00000285258	0	21	17	motif	0.2425315512	False		0.0240997549	0.9285560275	4	t117571	False
ENSG00000068878	ENSGT00390000011433	PSME4	-0.1347870593	ENSGT00390000011433_ENSG00000068878_HEAT	0	17	17	TPR	0.1249425947	True		1.1188303261	0.9999999969	2	t7742	False
ENSG00000102908	ENSGT00550000074562	NFAT5	-0.1347870593	ENSGT00550000074562_ENSG00000102908	0	20	17	motif	0	False		1.7347059941	0.9999909417	1	t117571	False
ENSG00000184588	ENSGT00760000118889	PDE4B	-0.1347870593	ENSGT00760000118889_ENSG00000184588	0	7	17	motif	0	False		1.9819362347	0.7090786169	2	t117571	True
ENSG00000115419	ENSGT00390000010463	GLS	-0.1347870593	ENSGT00390000010463_ENSG00000115419	0	21	17	motif	0.208248282	False	False	3.586690207	0.9993025997	4	t7711	False
ENSG00000102001	ENSGT00830000128247	CACNA1F	-0.1347870593	ENSGT00830000128247_ENSG00000102001_Ion_trans	0	24	17	Ion_channel	0.3937121202	True	False	1.1345453069	0.8737036045	3	t7742	False
ENSG00000102572	ENSGT00920000149000	STK24	-0.1347870593	ENSGT00920000149000_ENSG00000102572	0	19	17	motif	0.0615388899	False		2.2438217012	0.7979982966	1	t117571	False
ENSG00000100393	ENSGT00920000148952	EP300	-0.1347870593	ENSGT00920000148952_ENSG00000100393	0	61	17	motif	0.10958659	True	False	1.5555529667	1	2	t7742	False
ENSG00000122728	ENSGT00910000144099	TAF1L	-0.1347870593	ENSGT00910000144099_ENSG00000122728	0	70	17	motif	0.2617822856	True		-0.4691962207	0.1192706921	4	t117571	False
ENSG00000104529	ENSGT00390000011747	EEF1D	-0.1347870593	ENSGT00390000011747_ENSG00000104529	0	31	17	motif	0.4537498087	False		-0.4210922796	0.3942397442	4	t117571	False
ENSG00000206422	ENSGT00840000129686	LRRC30	-0.1347870593	ENSGT00840000129686_ENSG00000206422_LRR_8	0	31	17	LRR	0.1394589837	False	False	-0.8214668792	2.18765652609e-08	2	t117571	False
ENSG00000146802	ENSGT00390000005941	TMEM168	-0.1347870593	ENSGT00390000005941_ENSG00000146802	0	10	17	motif	0.0707106781	False		-0.5712233764	0.0134130851	2	t117571	False
ENSG00000118407	ENSGT00910000144112	FILIP1	-0.1347870593	ENSGT00910000144112_ENSG00000118407	0	28	17	motif	0.0727567047	False	False	0.1448974549	1.85337719894e-07	1	t117571	True
ENSG00000136478	ENSGT00390000000463	TEX2	-0.1347870593	ENSGT00390000000463_ENSG00000136478	0	21	17	motif	0.1872104245	True		1.4067421563	0.4409798797	1	t117571	False
ENSG00000140262	ENSGT00510000046438	TCF12	-0.1347870593	ENSGT00510000046438_ENSG00000140262	0	10	17	motif	0.3228938141	False		0.3488383572	0.9738999342	2	t117571	True
ENSG00000033800	ENSGT00550000074410	PIAS1	-0.1347870593	ENSGT00550000074410_ENSG00000033800	0	10	17	motif	0.0615388899	False		2.3942973291	0.9970244817	1	t117571	False
ENSG00000135318	ENSGT00530000063775	NT5E	-0.1347870593	ENSGT00530000063775_ENSG00000135318	0	47	17	motif	0.3408543059	False		0.0688663672	2.33633611917e-06	2	t117571	False
ENSG00000077235	ENSGT00390000008664	GTF3C1	-0.1347870593	ENSGT00390000008664_ENSG00000077235	0	80	17	motif	0.4647860206	False		3.8603622868	0.9999956188	6	t117571	False
ENSG00000125816	ENSGT00910000144003	NKX2-4	-0.1347870593	ENSGT00910000144003_ENSG00000125816	0	17	17	motif	0.0824621125	False		3.0441209491	0.2784476925	0	t117571	False
ENSG00000099956	ENSGT00440000038585	SMARCB1	-0.1347870593	ENSGT00440000038585_ENSG00000099956	0	43	17	motif	0.0855423469	False		4.5084346678	0.9968076336	3	t117571	False
ENSG00000188641	ENSGT00500000044896	DPYD	-0.1347870593	ENSGT00500000044896_ENSG00000188641	0	17	17	motif	0.316206387	True		-1.5113823516	4.18972244079e-09	4	t117571	False
ENSG00000176884	ENSGT00910000143978	GRIN1	-0.1347870593	ENSGT00910000143978_ENSG00000176884	0	12	17	motif	0.2550762866	False		8.0356266655	0.9727089461	3	t117571	False
ENSG00000130147	ENSGT00390000013151	SH3BP4	-0.1347870593	ENSGT00390000013151_ENSG00000130147	0	5	17	motif	0.0792904928	False		0.9597969483	0.080964436	1	t117571	False
ENSG00000187595	ENSGT00390000002371	ZNF385C	-0.1347870593	ENSGT00390000002371_ENSG00000187595_zf-met	0	16	17	C2H2-zf	0.2443897121	False		NA	NA	2	t117571	False
ENSG00000160007	ENSGT00920000148997	ARHGAP35	-0.1347870593	ENSGT00920000148997_ENSG00000160007_RhoGAP-FF1	0	12	17	FF	0	False		4.1996682351	0.9999898349	3	t117571	False
ENSG00000120899	ENSGT00760000118799	PTK2B	-0.1347870593	ENSGT00760000118799_ENSG00000120899	0	24	17	motif	0.1872104245	False		1.3716754136	0.9845208706	2	t117571	False
ENSG00000182389	ENSGT00390000002740	CACNB4	-0.1347870593	ENSGT00390000002740_ENSG00000182389	0	12	17	motif	0.1178030179	False		2.3304875999	0.0113635817	2	t117571	False
ENSG00000163125	ENSGT00400000022016	RPRD2	-0.1347870593	ENSGT00400000022016_ENSG00000163125	0	5	17	motif	0.1889444363	False		1.3755870023	0.9999773106	4	t117571	False
ENSG00000120616	ENSGT00390000013262	EPC1	-0.1347870593	ENSGT00390000013262_ENSG00000120616	0	14	17	motif	0.0883883476	True		2.3704448881	0.9999931773	0	t117571	False
ENSG00000211456	ENSGT00530000063393	SACM1L	-0.1347870593	ENSGT00530000063393_ENSG00000211456	0	17	17	motif	0.2033835563	False		1.513732741	0.7219017427	2	t117571	False
ENSG00000106236	ENSGT00760000119128	NPTX2	-0.1347870593	ENSGT00760000119128_ENSG00000106236	0	5	17	motif	0	False		1.1044605082	0.0975684543	1	t117571	False
ENSG00000165383	ENSGT00920000148937	LRRC18	-0.1347870593	ENSGT00920000148937_ENSG00000165383_LRR_8	0	47	17	LRR	0.0466594619	True	False	-1.8662642345	0.0001241733	1	t117571	False
ENSG00000108255	ENSGT00760000118812	CRYBA1	-0.1347870593	ENSGT00760000118812_ENSG00000108255	0	55	17	motif	0.0615388899	False		0.610555086	0.000721666	1	t117571	False
ENSG00000275464	ENSGT00550000074981	FP565260.1	-0.1347870593	ENSGT00550000074981_ENSG00000275464_WD40	0	60	17	Beta_propeller	0.3798666177	True	False	NA	NA	3	t117571	False
ENSG00000163513	ENSGT00760000118876	TGFBR2	-0.1347870593	ENSGT00760000118876_ENSG00000163513	0	32	17	motif	0	False		2.2465985379	0.035592701	2	t117571	False
ENSG00000110218	ENSGT00390000009703	PANX1	-0.1347870593	ENSGT00390000009703_ENSG00000110218	0	17	17	motif	0	False		-0.6592916098	0.0030954963	2	t117571	False
ENSG00000118160	ENSGT00730000110414	SLC8A2	-0.1347870593	ENSGT00730000110414_ENSG00000118160	0	14	17	motif	0.3191543578	False		NA	NA	4	t117571	False
ENSG00000144824	ENSGT00530000063148	PHLDB2	-0.1347870593	ENSGT00530000063148_ENSG00000144824	0	40	17	motif	0.2213796007	False	False	-0.9263737993	0.011215767	3	t117571	False
ENSG00000075945	ENSGT00390000003574	KIFAP3	-0.1347870593	ENSGT00390000003574_ENSG00000075945_Arm	0	67	17	TPR	0.1904216054	False		1.2093163555	0.0019715494	2	t117571	False
ENSG00000185532	ENSGT00810000125385	PRKG1	-0.1347870593	ENSGT00810000125385_ENSG00000185532	0	20	17	motif	0.2389067732	False		2.7212804667	0.9997436871	0	t117571	True
ENSG00000138031	ENSGT00760000119042	ADCY3	-0.1347870593	ENSGT00760000119042_ENSG00000138031	0	14	17	motif	0.2550762866	False		3.2521084944	0.001379301	1	t117571	False
ENSG00000018236	ENSGT00760000118840	CNTN1	-0.1347870593	ENSGT00760000118840_ENSG00000018236_Ig_3	0	27	17	Ig	0.1487718525	False	False	1.2450987408	0.9999891996	2	t117571	True
ENSG00000177511	ENSGT00550000074407	ST8SIA3	-0.1347870593	ENSGT00550000074407_ENSG00000177511	0	3	17	motif	0.139170721	False		1.5905360039	0.9636776592	2	t117571	False
ENSG00000106789	ENSGT00760000119195	CORO2A	-0.1347870593	ENSGT00760000119195_ENSG00000106789_WD40	0	52	17	Beta_propeller	0.0490845908	False	False	0.3766600135	2.57251247712e-06	2	t117571	False
ENSG00000095574	ENSGT00550000074392	IKZF5	-0.1347870593	ENSGT00550000074392_ENSG00000095574_zf-H2C2_2	0	35	17	C2H2-zf	0.1508453278	False	False	2.0310699818	0.4227368403	4	t117571	False
ENSG00000066735	ENSGT00650000093360	KIF26A	-0.1347870593	ENSGT00650000093360_ENSG00000066735	0	27	17	motif	0.2990231741	False		-1.2085111156	0.4109036913	2	t117571	False
ENSG00000113805	ENSGT00760000118840	CNTN3	-0.1347870593	ENSGT00760000118840_ENSG00000113805_I-set	0	17	17	Ig	0.2221981083	False	False	0.6736155702	0.0141417863	2	t117571	False
ENSG00000171189	ENSGT00910000143978	GRIK1	-0.1347870593	ENSGT00910000143978_ENSG00000171189	0	40	17	motif	0.1998687313	False		0.4445458939	3.20558900259e-05	2	t117571	False
ENSG00000132334	ENSGT00760000118900	PTPRE	-0.1347870593	ENSGT00760000118900_ENSG00000132334	0	7	17	motif	0.139170721	True		2.0894046057	0.0100100422	3	t117571	False
ENSG00000074211	ENSGT00390000006311	PPP2R2C	-0.1347870593	ENSGT00390000006311_ENSG00000074211_WD40	0	51	17	Beta_propeller	0.2036101544	False		4.2110179582	0.564450095	2	t117571	False
ENSG00000197785	ENSGT00730000111059	ATAD3A	-0.1347870593	ENSGT00730000111059_ENSG00000197785	0	41	17	motif	0.2535196476	True		2.3244893653	0.0401305979	3	t117571	True
ENSG00000176463	ENSGT00760000119014	SLCO3A1	-0.1347870593	ENSGT00760000119014_ENSG00000176463	0	22	17	motif	0.3734785039	False		3.5742252835	0.7321716827	4	t117571	False
ENSG00000100592	ENSGT00760000118986	DAAM1	-0.1347870593	ENSGT00760000118986_ENSG00000100592	0	12	17	motif	0	False		1.2166687261	0.9999908495	2	t117571	False
ENSG00000170801	ENSGT00510000046315	HTRA3	-0.1347870593	ENSGT00510000046315_ENSG00000170801	0	15	17	motif	0.2535196476	False		1.3751978924	1.71991707578e-05	2	t117571	False
ENSG00000100425	ENSGT00740000114866	BRD1	-0.1347870593	ENSGT00740000114866_ENSG00000100425	0	18	17	motif	0	False		4.2899752235	0.9945347734	2	t117571	False
ENSG00000120910	ENSGT00530000063087	PPP3CC	-0.1347870593	ENSGT00530000063087_ENSG00000120910	0	41	17	motif	0.115220304	False		0.9056334344	0.0166246432	3	t117571	False
ENSG00000107954	ENSGT00530000063117	NEURL1	-0.1347870593	ENSGT00530000063117_ENSG00000107954	0	28	17	motif	0.1954062275	False		NA	NA	2	t117571	False
ENSG00000100150	ENSGT00390000016559	DEPDC5	-0.1347870593	ENSGT00390000016559_ENSG00000100150	0	52	17	motif	0.4627700734	False		3.2858000955	0.999999934	5	t7711	False
ENSG00000154127	ENSGT00390000018249	UBASH3B	-0.1347870593	ENSGT00390000018249_ENSG00000154127	0	15	17	motif	0	True		2.0901000853	0.988510645	2	t117571	False
ENSG00000163050	ENSGT00550000074739	COQ8A	-0.1347870593	ENSGT00550000074739_ENSG00000163050	0	22	17	motif	0.1530931089	False		NA	NA	1	t117571	False
ENSG00000282246	ENSGT00390000015073	AL157392.5	-0.1347870593	ENSGT00390000015073_ENSG00000282246	0	80	17	motif	0.1897232141	False		NA	NA	3	t117571	False
ENSG00000186479	ENSGT00390000006968	RGS7BP	-0.1347870593	ENSGT00390000006968_ENSG00000186479	0	20	17	motif	0.115220304	False		1.707769903	0.9788324675	1	t117571	False
ENSG00000186951	ENSGT00870000136388	PPARA	-0.1347870593	ENSGT00870000136388_ENSG00000186951	0	25	17	motif	0.1985062465	False		2.4759152162	0.4638298643	3	t117571	False
ENSG00000197119	ENSGT00700000104295	SLC25A29	-0.1347870593	ENSGT00700000104295_ENSG00000197119_Mito_carr	0	0	17	Mito_carr	0	False	False	0.7104937452	0.0060609728	2	t117571	False
ENSG00000101972	ENSGT00390000014094	STAG2	-0.1347870593	ENSGT00390000014094_ENSG00000101972	0	48	17	motif	0.0680216252	False		5.110674926	0.9999998128	2	t117571	True
ENSG00000166106	ENSGT00900000140774	ADAMTS15	-0.1347870593	ENSGT00900000140774_ENSG00000166106_TSP_1	0	20	17	TSP_1	0.1413785927	False	False	2.5787036699	0.6799143583	2	t117571	False
ENSG00000215915	ENSGT00730000111059	ATAD3C	-0.1347870593	ENSGT00730000111059_ENSG00000215915	0	24	17	motif	0.2535196476	True		-0.2570469722	4.9085e-05	3	t117571	True
ENSG00000101624	ENSGT00390000000781	CEP76	-0.1347870593	ENSGT00390000000781_ENSG00000101624	0	17	17	motif	0.2797112382	False		1.9337719468	0.0188226507	3	t117571	False
ENSG00000087253	ENSGT00390000004914	LPCAT2	-0.1347870593	ENSGT00390000004914_ENSG00000087253_EF-hand_1	0	2	17	EF_hand	0.1249425947	False	False	1.7789754454	1.12519142458e-06	1	t117571	False
ENSG00000147133	ENSGT00910000144099	TAF1	-0.1347870593	ENSGT00910000144099_ENSG00000147133	0	49	17	motif	0.2617822856	True		6.0825496654	0.9999997558	4	t117571	True
ENSG00000131473	ENSGT00530000063275	ACLY	-0.1347870593	ENSGT00530000063275_ENSG00000131473	0	33	17	motif	0.0993519428	True		3.2847696707	0.9964149804	2	t117571	False
ENSG00000197535	ENSGT00900000140810	MYO5A	-0.1347870593	ENSGT00900000140810_ENSG00000197535_IQ	0	30	17	EF_hand	0.0824621125	False	False	3.4460150124	0.9921296672	2	t117571	False
ENSG00000175305	ENSGT00760000118939	CCNE2	-0.1347870593	ENSGT00760000118939_ENSG00000175305	0	6	17	motif	0.115220304	False		0.8247643168	0.3381799759	3	t117571	False
ENSG00000104824	ENSGT00550000074508	HNRNPL	-0.1347870593	ENSGT00550000074508_ENSG00000104824_RRM_5	0	23	17	RRM	0.2753227487	True	False	4.3887073789	0.94506859	6	t117571	False
ENSG00000120645	ENSGT00760000119036	IQSEC3	-0.1347870593	ENSGT00760000119036_ENSG00000120645	0	28	17	motif	0.0615388899	False	False	3.2845074615	0.9251042392	1	t117571	True
ENSG00000140367	ENSGT00390000018573	UBE2Q2	-0.1347870593	ENSGT00390000018573_ENSG00000140367	0	17	17	motif	0.2836351376	False		0.1893487165	0.00105604	3	t117571	True
ENSG00000114279	ENSGT00760000118859	FGF12	-0.1347870593	ENSGT00760000118859_ENSG00000114279	0	17	17	motif	0.2983024891	False		2.7131141605	0.1142105853	4	t117571	False
ENSG00000124225	ENSGT00390000000724	PMEPA1	-0.1347870593	ENSGT00390000000724_ENSG00000124225	0	20	17	motif	0.142577852	False		1.7553760765	0.4165948744	4	t117571	False
ENSG00000110172	ENSGT00390000005180	CHORDC1	-0.1347870593	ENSGT00390000005180_ENSG00000110172	0	15	17	motif	0.2402465913	False	False	-0.201292467	0.5311163834	3	t117571	True
ENSG00000005108	ENSGT00890000139427	THSD7A	-0.1347870593	ENSGT00890000139427_ENSG00000005108_TSP_1	0	33	17	TSP_1	0.1961480565	True	False	-2.3434315314	0.9992807487	1	t117571	True
ENSG00000177103	ENSGT00910000144009	DSCAML1	-0.1347870593	ENSGT00910000144009_ENSG00000177103_I-set	0	35	17	Ig	0.3364010709	True	False	4.2537566288	0.9999990922	2	t117571	False
